"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_name","description"
"ENSG00000121895",49.3487779920839,-21.51680850631,5.65014423591136,-3.80818747414496,0.000139989127140466,0.0378130124563343,"TMEM156","transmembrane protein 156 [Source:HGNC Symbol;Acc:HGNC:26260]"
"ENSG00000122862",440.39099347366,-24.4818586297696,5.64920603790989,-4.33368131122856,1.46636405308131e-05,0.0131287768109215,"SRGN","serglycin [Source:HGNC Symbol;Acc:HGNC:9361]"
"ENSG00000123610",396.729061403762,-4.23598224651398,1.0469602057787,-4.0459820947668,5.21042157067222e-05,0.0217410714520518,"TNFAIP6","TNF alpha induced protein 6 [Source:HGNC Symbol;Acc:HGNC:11898]"
"ENSG00000128815",405.74326251214,-24.3735435171436,5.64921614811675,-4.31450007896563,1.59964476818951e-05,0.0131287768109215,"WDFY4","WDFY family member 4 [Source:HGNC Symbol;Acc:HGNC:29323]"
"ENSG00000129170",47.1624397266118,-21.4524603043338,5.6501932287113,-3.79676578056193,0.000146596177559365,0.0384056191652146,"CSRP3","cysteine and glycine rich protein 3 [Source:HGNC Symbol;Acc:HGNC:2472]"
"ENSG00000129450",184.293092811584,-23.2612503019194,5.64937057523535,-4.1174941512755,3.83014246530005e-05,0.0199344902602531,"SIGLEC9","sialic acid binding Ig like lectin 9 [Source:HGNC Symbol;Acc:HGNC:10878]"
"ENSG00000130226",143.232821549521,-10.5216882652304,2.4382970241798,-4.3151790618166,1.5947358441384e-05,0.0131287768109215,"DPP6","dipeptidyl peptidase like 6 [Source:HGNC Symbol;Acc:HGNC:3010]"
"ENSG00000131355",77.1465073673716,-22.1102933784792,5.64976350902978,-3.91349006788359,9.09716439774636e-05,0.0289737897139567,"ADGRE3","adhesion G protein-coupled receptor E3 [Source:HGNC Symbol;Acc:HGNC:23647]"
"ENSG00000133561",118.062266335492,-22.6961158319658,5.64952928038376,-4.01734634968103,5.8857187057117e-05,0.0225605923398443,"GIMAP6","GTPase, IMAP family member 6 [Source:HGNC Symbol;Acc:HGNC:21918]"
"ENSG00000134028",161.789031644933,-23.1205183678861,5.64940991905829,-4.09255456749368,4.26646800731887e-05,0.0211725955367854,"ADAMDEC1","ADAM like decysin 1 [Source:HGNC Symbol;Acc:HGNC:16299]"
"ENSG00000134061",309.52303158326,-23.9976899341155,5.64925609661713,-4.247938051257,2.15747029479851e-05,0.0153460862069018,"CD180","CD180 molecule [Source:HGNC Symbol;Acc:HGNC:6726]"
"ENSG00000137959",733.68053620074,-4.3226109327973,1.05431670149658,-4.09991696675339,4.13298397189554e-05,0.0209985107086378,"IFI44L","interferon induced protein 44 like [Source:HGNC Symbol;Acc:HGNC:17817]"
"ENSG00000137965",764.271331406167,-5.27101355132832,1.22593822029977,-4.29957518580293,1.71125814601814e-05,0.0132523496882318,"IFI44","interferon induced protein 44 [Source:HGNC Symbol;Acc:HGNC:16938]"
"ENSG00000138435",60.7145158257703,-5.24007388814487,1.33370701152054,-3.92895429272037,8.53160521820926e-05,0.0275842308714193,"CHRNA1","cholinergic receptor nicotinic alpha 1 subunit [Source:HGNC Symbol;Acc:HGNC:1955]"
"ENSG00000139572",269.856608766838,-23.8331125605898,5.64928090543116,-4.21878694997746,2.45620228663906e-05,0.0163790314358097,"GPR84","G protein-coupled receptor 84 [Source:HGNC Symbol;Acc:HGNC:4535]"
"ENSG00000140030",100.264562985818,-22.4754114695251,5.64960767495367,-3.97822517290272,6.94316031748266e-05,0.0251118810194513,"GPR65","G protein-coupled receptor 65 [Source:HGNC Symbol;Acc:HGNC:4517]"
"ENSG00000143546",39.9787568543464,-21.2285589660966,5.65039188099428,-3.75700648967397,0.00017195803889661,0.0426675882792413,"S100A8","S100 calcium binding protein A8 [Source:HGNC Symbol;Acc:HGNC:10498]"
"ENSG00000152766",33.1074080200056,-20.8385597880174,3.97879525860551,-5.23740439846632,1.6285060669366e-07,0.000453215120985027,"ANKRD22","ankyrin repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:28321]"
"ENSG00000155659",536.902211192356,-24.6051998860203,5.64918473947678,-4.35553111125539,1.32744660359322e-05,0.0128756286700344,"VSIG4","V-set and immunoglobulin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:17032]"
"ENSG00000158481",29.3593995649107,-20.8123691478792,3.9964263066762,-5.20774500786147,1.91149355118105e-07,0.000453215120985027,"CD1C","CD1c molecule [Source:HGNC Symbol;Acc:HGNC:1636]"
"ENSG00000159247",196.850580598968,-5.94471197715725,1.46940547944692,-4.04565796188184,5.21763686236663e-05,0.0217410714520518,"TUBBP5","tubulin beta pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:23674]"
"ENSG00000160221",281.84629824958,-3.85168279830956,0.911239307463302,-4.22686199636387,2.36972903022222e-05,0.0163121444438425,"GATD3","glutamine amidotransferase class 1 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:1273]"
"ENSG00000161640",81.2068498603912,-23.2629494891931,5.64972963170156,-4.11753322825589,3.82949328650131e-05,0.0199344902602531,"SIGLEC11","sialic acid binding Ig like lectin 11 [Source:HGNC Symbol;Acc:HGNC:15622]"
"ENSG00000162896",230.814854026266,-23.6047520612946,5.64931354013143,-4.17833988034331,2.93644615221673e-05,0.0189881286188342,"PIGR","polymeric immunoglobulin receptor [Source:HGNC Symbol;Acc:HGNC:8968]"
"ENSG00000166147",54626.2528019056,-4.04504489172177,1.07484327944476,-3.76338110781264,0.000167631440428729,0.0420833800859842,"FBN1","fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603]"
"ENSG00000166923",1481.71946933961,-13.890740006398,2.29654116617197,-6.04854823027274,1.46156869455722e-09,1.05700271093798e-05,"GREM1","gremlin 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:2001]"
"ENSG00000166928",31.8580718683073,-20.9172572606142,3.98408127246889,-5.25020847470113,1.51927168146511e-07,0.000453215120985027,"MS4A14","membrane spanning 4-domains A14 [Source:HGNC Symbol;Acc:HGNC:30706]"
"ENSG00000167208",101.831569987468,-22.4949819996508,5.64959967287185,-3.98169486373819,6.84255891727017e-05,0.0251118810194513,"SNX20","sorting nexin 20 [Source:HGNC Symbol;Acc:HGNC:30390]"
"ENSG00000168995",47.787107802461,-21.4689130886116,5.65017876484042,-3.79968740497327,0.000144878718609922,0.0384056191652146,"SIGLEC7","sialic acid binding Ig like lectin 7 [Source:HGNC Symbol;Acc:HGNC:10876]"
"ENSG00000169427",39.2175937946696,-21.2001246704972,5.65041628549488,-3.75195801500853,0.000175458852828846,0.043035821385227,"KCNK9","potassium two pore domain channel subfamily K member 9 [Source:HGNC Symbol;Acc:HGNC:6283]"
"ENSG00000170689",417.794779762251,-6.29346108468107,1.6440646053802,-3.82798891484297,0.000129194573604523,0.03627477639667,"HOXB9","homeobox B9 [Source:HGNC Symbol;Acc:HGNC:5120]"
"ENSG00000171408",384.668093880045,-6.49693172476499,1.60079194513076,-4.05857347329062,4.9373399586537e-05,0.0217410714520518,"PDE7B","phosphodiesterase 7B [Source:HGNC Symbol;Acc:HGNC:8792]"
"ENSG00000171659",203.954126764752,-23.300473230827,5.64934327498426,-4.12445696723783,3.71610459350929e-05,0.0199344902602531,"GPR34","G protein-coupled receptor 34 [Source:HGNC Symbol;Acc:HGNC:4490]"
"ENSG00000173369",640.284777745392,-24.9903700206321,5.64916907503773,-4.42372492107881,9.70135304134051e-06,0.0108956406604824,"C1QB","complement C1q B chain [Source:HGNC Symbol;Acc:HGNC:1242]"
"ENSG00000174123",91.826207149827,-22.3513830310276,5.64965545873117,-3.95623825103972,7.61392277162671e-05,0.0257894441307528,"TLR10","toll like receptor 10 [Source:HGNC Symbol;Acc:HGNC:15634]"
"ENSG00000174837",59.3434672056705,-21.7420873593778,5.64996623156301,-3.8481800542307,0.000118998580985404,0.0357649397133455,"ADGRE1","adhesion G protein-coupled receptor E1 [Source:HGNC Symbol;Acc:HGNC:3336]"
"ENSG00000177409",293.00472435125,-5.77868984943398,1.41889222205719,-4.07267709245436,4.64758378552423e-05,0.0217410714520518,"SAMD9L","sterile alpha motif domain containing 9 like [Source:HGNC Symbol;Acc:HGNC:1349]"
"ENSG00000177494",106.252921981314,-10.0878891110445,2.54735639280327,-3.96014045759145,7.4905692846513e-05,0.0257894441307528,"ZBED2","zinc finger BED-type containing 2 [Source:HGNC Symbol;Acc:HGNC:20710]"
"ENSG00000183019",54.6584566368018,-21.6524515758928,5.65004159169923,-3.8322641036313,0.000126969326293052,0.03627477639667,"MCEMP1","mast cell expressed membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:27291]"
"ENSG00000185862",182.841263553483,-23.2884248488984,5.64937283306962,-4.12230269395133,3.75103857501694e-05,0.0199344902602531,"EVI2B","ecotropic viral integration site 2B [Source:HGNC Symbol;Acc:HGNC:3500]"
"ENSG00000186074",151.482008393422,-23.0328823456629,5.64943184732606,-4.0770263219592,4.56153306488699e-05,0.0217410714520518,"CD300LF","CD300 molecule like family member f [Source:HGNC Symbol;Acc:HGNC:29883]"
"ENSG00000188822",36.2307483992515,-19.9943230114958,3.96767471757062,-5.03930499215373,4.67225416410412e-07,0.000830843596731815,"CNR2","cannabinoid receptor 2 [Source:HGNC Symbol;Acc:HGNC:2160]"
"ENSG00000197629",54.9707906747263,-21.6604063890712,5.6500361707313,-3.83367570304733,0.000126242552991758,0.03627477639667,"MPEG1","macrophage expressed 1 [Source:HGNC Symbol;Acc:HGNC:29619]"
"ENSG00000198019",96.9494031242227,-22.4248721759409,5.64962545696521,-3.9692670508439,7.2094048280404e-05,0.0256402482709257,"FCGR1BP","Fc gamma receptor Ib, pseudogene [Source:HGNC Symbol;Acc:HGNC:3614]"
"ENSG00000198734",359.35855472709,-6.39832909587606,1.58293095884866,-4.04207717342887,5.29797889079475e-05,0.0217410714520518,"F5","coagulation factor V [Source:HGNC Symbol;Acc:HGNC:3542]"
"ENSG00000203859",867.865445632084,-9.67577739795712,2.54954301711376,-3.7951026254543,0.000147582397092066,0.0384056191652146,"HSD3B2","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2 [Source:HGNC Symbol;Acc:HGNC:5218]"
"ENSG00000204161",37.4800845509498,-21.1390025724586,5.65047883947939,-3.74109932502752,0.000183217089804863,0.0439288705544492,"TMEM273","transmembrane protein 273 [Source:HGNC Symbol;Acc:HGNC:27274]"
"ENSG00000205413",575.798494907677,-6.07722788376626,1.58170265537636,-3.84220628517578,0.000121933286840673,0.0361379778874044,"SAMD9","sterile alpha motif domain containing 9 [Source:HGNC Symbol;Acc:HGNC:1348]"
"ENSG00000215808",176.015150147065,-4.2618866283482,0.977035294603136,-4.36206005237441,1.28843491173187e-05,0.0128756286700344,"LINC01139","long intergenic non-protein coding RNA 1139 [Source:HGNC Symbol;Acc:HGNC:27924]"
"ENSG00000222032",68.5856896071988,-6.0051535855513,1.59119086769823,-3.77399952919425,0.000160651063245826,0.0408111076024128,"","novel protein (LOC728009)"
"ENSG00000225217",27.1730612994386,-20.7060395045566,4.00934650262682,-5.16444250727407,2.41156583014552e-07,0.000514604032494753,"HSPA7","heat shock protein family A (Hsp70) member 7 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5240]"
"ENSG00000235649",87.4535306188828,-22.6652792132368,5.64968385684347,-4.01177832026518,6.02630752786506e-05,0.0225605923398443,"MXRA5Y","matrix remodeling associated 5 Y-linked (pseudogene) [Source:HGNC Symbol;Acc:HGNC:23932]"
"ENSG00000242221",506.875177070433,-7.89838913865623,1.8988167646781,-4.15963735184064,3.18753290790478e-05,0.0199344902602531,"PSG2","pregnancy specific beta-1-glycoprotein 2 [Source:HGNC Symbol;Acc:HGNC:9519]"
"ENSG00000247774",46.8501056886872,-21.4067809147093,5.65020067536106,-3.78867621606048,0.000151452148330585,0.0389377999183897,"PCED1B-AS1","PCED1B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44166]"
"ENSG00000253821",30.608735716609,-20.8610229033618,3.98993422356062,-5.22841273426943,1.70971498675084e-07,0.000453215120985027,"","novel transcript"
"ENSG00000258038",31.1317432952653,-20.8863123753656,3.98922470478142,-5.235682098913,1.64376668174169e-07,0.000453215120985027,"LINC02327","long intergenic non-protein coding RNA 2327 [Source:HGNC Symbol;Acc:HGNC:53247]"
"ENSG00000258227",500.983796831029,-24.6577340141759,5.64919171698926,-4.36482513773089,1.27224488006096e-05,0.0128756286700344,"CLEC5A","C-type lectin domain containing 5A [Source:HGNC Symbol;Acc:HGNC:2054]"
"ENSG00000274536",119.31160248719,-22.7042328056423,5.64952465628386,-4.01878639123892,5.84986744563462e-05,0.0225605923398443,"MIR223HG","MIR223 host gene [Source:HGNC Symbol;Acc:HGNC:54520]"
"ENSG00000276550",1332.92703567702,-4.90448102556746,0.811211156423168,-6.04587472291744,1.486015339432e-09,1.05700271093798e-05,"HERC2P2","HERC2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:4870]"
"ENSG00000276980",54.0337885609526,-21.6303076551124,5.65005269962562,-3.82833732799442,0.000129011856963026,0.03627477639667,"","novel transcript, sense intronic C3"
"ENSG00000278053",302.780398946333,-3.95638555087075,0.860175714790863,-4.59950854556813,4.2348882132332e-06,0.00602455197214555,"DDX52","DExD-box helicase 52 [Source:HGNC Symbol;Acc:HGNC:20038]"
"ENSG00000286646",49.0364439541593,-21.567681152446,5.65015095112742,-3.81718671571818,0.000134982019324264,0.0369279655174419,"MAP3K5-AS2","MAP3K5 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:56125]"
"ENSG00000287171",294.78391453095,-8.1165232225589,1.96045900583356,-4.14011371745459,3.47133694823519e-05,0.0199344902602531,"LINC03113","long intergenic non-protein coding RNA 3113 [Source:HGNC Symbol;Acc:HGNC:56854]"
